2021-05-24 16:26:58,831 - status : standby
2021-05-24 16:27:38,533 - while
2021-05-24 16:27:38,533 - status : standby
2021-05-24 16:28:18,381 - while
2021-05-24 16:28:18,382 - status : standby
2021-05-24 16:28:58,573 - while
2021-05-24 16:28:58,573 - status : standby
2021-05-24 16:29:38,338 - while
2021-05-24 16:29:38,338 - status : standby
2021-05-24 16:30:18,253 - while
2021-05-24 16:30:18,253 - status : standby
2021-05-24 16:30:58,112 - while
2021-05-24 16:30:58,112 - status : standby
2021-05-24 16:31:37,824 - while
2021-05-24 16:31:37,825 - status : standby
2021-05-24 16:32:17,251 - while
2021-05-24 16:32:17,251 - status : standby
2021-05-24 16:32:56,673 - while
2021-05-24 16:32:56,673 - status : standby
2021-05-24 16:33:36,143 - while
2021-05-24 16:33:36,143 - status : standby
2021-05-24 16:34:03,329 - target_ticker KRW-BCHA is found.
2021-05-24 16:34:05,422 - buy : 185802  ticker : KRW-BCHA
2021-05-24 16:34:05,422 - while
2021-05-24 16:34:05,422 - status : bought
2021-05-24 16:34:07,566 - ticker : KRW-BCHA   sell_limit_order : 32670
2021-05-24 16:34:09,301 - ticker : KRW-BCHA   sell_limit_order : 33300
2021-05-24 16:34:11,035 - ticker : KRW-BCHA   sell_limit_order : 33940
2021-05-24 16:34:12,768 - ticker : KRW-BCHA   sell_limit_order : 34890
2021-05-24 16:34:14,518 - ticker : KRW-BCHA   sell_limit_order : 38060
2021-05-24 16:34:16,241 - ticker : KRW-BCHA   sell_limit_order : 41230
2021-05-24 16:34:17,972 - ticker : KRW-BCHA   sell_limit_order : 47580
2021-05-24 16:34:19,690 - ticker : KRW-BCHA   sell_limit_order : 53920
2021-05-24 16:34:21,479 - ticker : KRW-BCHA   sell_limit_order : 57090
2021-05-24 16:34:23,218 - ticker : KRW-BCHA   sell_limit_order : 63440
2021-05-24 16:34:24,219 - sell_list[ticker] : ['5cf95f5d-a57e-4112-ba65-606ad45b78d3', '91ff0bdd-e3a9-4eca-bf95-24a2732d30ed', '2f3fd046-99ad-466a-b705-2613cb83bd3f', 'bcebcae7-4d0a-4e50-8ea5-69e419429b8f', '53d9743f-6ceb-4b83-99db-ac24a66dba2f', '45d6f080-ea36-4a7f-9f3e-139c82f36f4d', '2c81fdd2-2622-4afd-84e2-416c07fee9e1', 'a533d299-06f7-4a55-bc9a-cf822ac9f010', 'bae69ff1-54c8-4759-be65-33e5166abea6', 'd8fbb229-a6a2-4bd7-be52-2485b3735a35']
2021-05-24 16:34:24,950 - while
2021-05-24 16:34:24,950 - bought_list has KRW-BCHA
2021-05-24 16:36:33,650 - ref_price 31720.00000000 > check_price 31690.00000000
2021-05-24 16:36:33,651 - stop_loss KRW-BCHA
2021-05-24 16:36:33,651 - cancel_order
2021-05-24 16:36:35,342 - cancel_order
2021-05-24 16:36:37,034 - cancel_order
2021-05-24 16:36:38,724 - cancel_order
2021-05-24 16:36:40,413 - cancel_order
2021-05-24 16:36:42,107 - cancel_order
2021-05-24 16:36:43,843 - cancel_order
2021-05-24 16:36:45,562 - cancel_order
2021-05-24 16:36:47,261 - cancel_order
2021-05-24 16:36:48,950 - cancel_order
2021-05-24 16:37:01,376 - sell_market_order KRW-BCHA  target_balance : 4
2021-05-24 16:37:02,116 - while
2021-05-24 16:37:02,117 - status : standby
2021-05-24 16:37:10,251 - target_ticker KRW-VET is found.
2021-05-24 16:37:12,348 - buy : 183145  ticker : KRW-VET
2021-05-24 16:37:12,348 - while
2021-05-24 16:37:12,348 - status : bought
2021-05-24 16:37:30,787 - sell_list[ticker] : []
2021-05-24 16:37:31,502 - while
2021-05-24 16:37:31,502 - bought_list has KRW-VET
2021-05-24 16:37:32,160 - ref_price 128.00000000 > check_price 127.00000000
2021-05-24 16:37:32,161 - stop_loss KRW-VET
2021-05-24 16:37:42,885 - sell_market_order KRW-VET  target_balance : 1009
2021-05-24 16:37:43,625 - while
2021-05-24 16:37:43,626 - status : standby
2021-05-24 16:37:51,768 - target_ticker KRW-VET is found.
2021-05-24 16:37:53,928 - buy : 179738  ticker : KRW-VET
2021-05-24 16:37:53,928 - while
2021-05-24 16:37:53,928 - status : bought
2021-05-24 16:38:12,454 - sell_list[ticker] : []
2021-05-24 16:38:13,171 - while
2021-05-24 16:38:13,171 - bought_list has KRW-VET
2021-05-24 16:39:18,001 - ref_price 125.00000000 > check_price 125.00000000
2021-05-24 16:39:18,002 - stop_loss KRW-VET
2021-05-24 16:39:28,723 - sell_market_order KRW-VET  target_balance : 1008
2021-05-24 16:39:29,472 - while
2021-05-24 16:39:29,472 - status : standby
2021-05-24 16:40:09,344 - while
2021-05-24 16:40:09,344 - status : standby
2021-05-24 16:40:49,171 - while
2021-05-24 16:40:49,171 - status : standby
2021-05-24 16:41:29,263 - while
2021-05-24 16:41:29,263 - status : standby
2021-05-24 16:42:09,093 - while
2021-05-24 16:42:09,093 - status : standby
2021-05-24 16:42:49,248 - while
2021-05-24 16:42:49,248 - status : standby
2021-05-24 16:43:29,108 - while
2021-05-24 16:43:29,108 - status : standby
2021-05-24 16:44:09,349 - while
2021-05-24 16:44:09,350 - status : standby
2021-05-24 16:44:10,115 - target_ticker KRW-CRE is found.
2021-05-24 16:44:12,439 - buy : 178615  ticker : KRW-CRE
2021-05-24 16:44:12,440 - while
2021-05-24 16:44:12,440 - status : bought
2021-05-24 16:44:30,859 - sell_list[ticker] : []
2021-05-24 16:44:31,564 - while
2021-05-24 16:44:31,564 - bought_list has KRW-CRE
2021-05-24 16:44:32,227 - ref_price 10.50000000 > check_price 10.40000000
2021-05-24 16:44:32,227 - stop_loss KRW-CRE
2021-05-24 16:44:42,935 - sell_market_order KRW-CRE  target_balance : 11795
